title,decision,total_score,q1_score,q2_score,q3_score,q4_score,q5_score,exclusion_reason,doi,source_database,created_at
Advancements in bilge wastewater treatment: A review for current and future trends,PASS,8,2,2,1,2,1,Meets inclusion criteria. (AI Note: This is a review paper about ship bilge water treatment and its impact on coastal ecosystems.),10.1016/j.scitotenv.2024.175587,OpenAlex,2026-03-02 22:49:43.798565+00
Radiocaesium distribution in the bottom sediments of the Kara Sea,PASS,8,2,2,2,0,2,"Meets inclusion criteria. (AI Note: This study examines radiocesium distribution in the Kara Sea sediments and the Ob and Yenisei river estuaries, using vessel-based sampling and quantitative analysis.)",10.1134/s0097807813070105,OpenAlex,2026-03-02 22:52:02.501035+00
Modeling of discharges from Baltic Sea shipping,PASS,8,1,1,2,2,2,"Meets inclusion criteria. (AI Note: This paper models pollutant discharges to water from ships in the Baltic Sea, including oil leaks and scrubber water, and provides quantitative data on discharge amounts.)",10.5194/os-2020-99,OpenAlex,2026-03-02 22:49:37.999101+00
"Investigations into Faecal Sterols and E.Coli as Indicators of Sewage and Non-Sewage Inputs into a Subtropical Estuarine Embayment System in South Eastern QLD, Australia",PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: The study is about sterols as indicators of sewage/non-sewage inputs in an estuarine environment.),10.25904/1912/3222,OpenAlex,2026-03-02 22:50:21.135224+00
M/V ALVENUS: ANATOMY OF A MAJOR OIL SPILL1,PASS,8,2,2,2,2,0,Meets inclusion criteria. (AI Note: This is a case study/report of a historical oil spill event and clean up.),10.7901/2169-3358-1987-1-27,OpenAlex,2026-03-02 22:52:04.754917+00
Texas General Land Office Bilge Water Reclamation Program,PASS,8,2,2,2,2,0,"Meets inclusion criteria. (AI Note: This is a description of a program, not a research study.)",10.7901/2169-3358-1999-1-329,OpenAlex,2026-03-02 22:49:56.11187+00
Biological Approaches to the Treatment of Saline Oily Waste(waters) Originated from Marine Transportation,PASS,8,1,2,1,2,2,Meets inclusion criteria. (AI Note: The study explores biological methods for treating oily wastewater from marine transportation.),10.3303/cet1227007,OpenAlex,2026-03-02 22:49:39.24908+00
"Impacts of vessel noise on Red Drum (Sciaenops ocellatus) spawning choruses in Saint Andrew Bay, Florida, U.S.A.",PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: This study examines the impacts of vessel noise on fish spawning in an estuarine environment.),10.21203/rs.3.rs-6331035/v1,OpenAlex,2026-03-02 22:50:26.366309+00
Investigating microsized anthropogenic particles in Norwegian fjords using opportunistic nondisruptive sampling,PASS,8,2,1,2,1,2,Meets inclusion criteria. (AI Note: The study focuses on microplastic quantification in a fjord system using vessel-based sampling.),10.1139/anc-2020-0002,OpenAlex,2026-03-02 22:50:14.590146+00
Assessment of Marine Coastal Water Pollution from Karachi Harbour Pakistan,PASS,8,2,1,2,1,2,"Meets inclusion criteria. (AI Note: This paper is an empirical study of coastal water pollution near a harbor, using quantitative measurements of pollutants.)",10.46660/ijeeg.v12i2.99,OpenAlex,2026-03-02 22:52:07.946455+00
Determination of the Risk on Human Health of Heavy Metals Contained by Ship Source Bilge and Wastewater Discharged to the Sea on the Mediterranean by Monte Carlo Simulation,PASS,8,1,2,2,1,2,"Meets inclusion criteria. (AI Note: This paper presents an original empirical study assessing human health risk from ship-sourced bilge and wastewater in the Mediterranean, explicitly quantifying heavy metal concentrations and associated risks.)",10.3390/su14148408,OpenAlex,2026-03-02 22:49:36.107756+00
Sustainable Management of Mediterranean Superyacht Marinas: A Comparative Assessment of Environmental Practices and Policy Implications,PASS,8,2,2,1,1,2,"Meets inclusion criteria. (AI Note: This paper is about management of marina waste and emissions, and includes some numerical data about carbon and water footprints using survey and calculation.)",10.3390/su17041377,OpenAlex,2026-03-02 22:50:46.415611+00
Bilge Water Treatment in Machinery Spaces,PASS,8,1,2,1,2,2,Meets inclusion criteria. (AI Note: The study analyzes and proposes a method to treat bilge water from ship engine rooms.),10.5988/jime.39.669,OpenAlex,2026-03-02 22:49:55.871779+00
Antifouling coatings and ecological control in marinas,PASS,8,2,2,1,2,1,Meets inclusion criteria. (AI Note: This paper is a review discussing the impacts of antifouling coatings in marinas and the need for new technologies.),10.1016/j.marpolbul.2011.10.014,OpenAlex,2026-03-02 22:50:19.088139+00
An Integrated Case Study for Evaluating the Impacts of an Oil Refinery Effluent on Aquatic Biota in the Delaware River: Advanced Chemical Fingerprinting of PAHs,PASS,8,2,0,2,2,2,"Meets inclusion criteria. (AI Note: The study presents an original empirical study of oil refinery effluent, PAHs, and biota in the Delaware River.)",10.1080/10807030591008945,OpenAlex,2026-03-02 22:49:40.584425+00
Biological treatment of mineral oil in a salty environment,PASS,8,2,0,2,2,2,Meets inclusion criteria. (AI Note: Lab experiment on bioremediation of mineral oil in salty water; includes quantitative data and oil measurements.),10.2166/wst.2000.0590,OpenAlex,2026-03-02 22:49:46.217325+00
Pollution Prevention and Bilge Water Recovery,PASS,8,2,2,2,2,0,"Meets inclusion criteria. (AI Note: This article describes a pollution prevention process implemented by a company, but it does not present original research or a systematic review.)",10.3141/1620-01,OpenAlex,2026-03-02 22:49:57.520727+00
A Gulf in lockdown: How an enforced ban on recreational vessels increased dolphin and fish communication ranges,PASS,8,2,2,2,0,2,"Meets inclusion criteria. (AI Note: This study examines the impact of reduced vessel traffic on marine animal communication ranges during a lockdown, focusing on noise pollution rather than chemical contaminants.)",10.1111/gcb.15798,OpenAlex,2026-03-02 22:47:08.493874+00
Automatic Detection of Recreational Boats in Underwater Recordings Using Energy Detection,PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: The study focuses on acoustic monitoring and detection methods for recreational boats in coastal regions and is therefore included.),10.1007/978-3-031-94229-7_9-1,OpenAlex,2026-03-02 22:50:26.64601+00
Compliance of small vessels to minimum distance regulations for humpback and killer whales in the Salish Sea,PASS,8,2,2,1,1,2,Meets inclusion criteria. (AI Note: This study assesses vessel compliance with whale-watching regulations in the Salish Sea.),10.1016/j.marpol.2020.104171,OpenAlex,2026-03-02 22:47:09.554724+00
"A Ship's Ballasting History As an Indicator of Foraminiferal Invasion Potential – an Example from Prince William Sound, Alaska, Usa",PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: This study investigates the introduction of invasive benthic foraminifera via ballast sediment from oil tankers in a port in Alaska.),10.2113/gsjfr.49.4.434,OpenAlex,2026-03-02 22:52:03.221055+00
Present Situation and Problems Related to Marine Oily-Water Separating Techniques,PASS,8,1,1,2,2,2,"Meets inclusion criteria. (AI Note: The study presents an original, empirical investigation of oily-water separation techniques on merchant ships, including quantitative data and a focus on oil-related pollutants.)",10.2166/wst.1991.0430,OpenAlex,2026-03-02 22:49:50.124829+00
"Global Comparison of the Bacterial Communities of Bilge Water, Boat Surfaces, and External Port Water",PASS,8,2,2,2,0,2,"Meets inclusion criteria. (AI Note: The study focuses on microbial communities in bilge water, boat surfaces, and port water, and the abstract includes quantitative data about the source of the microbial communities.)",10.1128/aem.01804-19,OpenAlex,2026-03-02 22:49:33.770672+00
Potential sources of bacteriological pollution for two bays with marinas in Trinidad.,PASS,8,2,2,1,1,2,"Meets inclusion criteria. (AI Note: The study is about bacteriological pollution and water quality assessment in bays with marinas, indicating coastal relevance, vessel consideration due to yachts, some quantification of levels, potential pollution c",10.15517/rbt.v53i1.26624,OpenAlex,2026-03-02 22:50:45.19613+00
"Analisis Senyawa Organik Volatil (VOC) Asosiasi Makroplastik di Pesisir, Kabupaten Malang, Jawa Timur",PASS,8,2,0,2,2,2,Meets inclusion criteria. (AI Note: Original research measured VOCs associated with macroplastics in a coastal region using GC-MS.),10.21776/ub.polusea.2024.002.01.1,OpenAlex,2026-03-02 22:51:47.944089+00
Use of Quantitative Biomarker Analysis in the Differentiation and Characterization of Spilled Oil,PASS,8,1,1,2,2,2,"Meets inclusion criteria. (AI Note: The study discusses quantitative biomarker analysis of spilled oil differentiation, relevant to marine pollution assessment.)",10.2523/61460-ms,OpenAlex,2026-03-02 22:49:53.632978+00
Environmental Pollution in Bangladesh by Inland Tanker Operation,PASS,8,2,2,1,2,1,"Meets inclusion criteria. (AI Note: The study concerns inland river pollution from tanker operations in Bangladesh, assessing pollutant discharge and environmental impacts.)",10.1016/j.proeng.2017.08.153,OpenAlex,2026-03-02 22:49:41.749613+00
Kajian Kualitas Air Laut dan Sebaran Indeks Pencemaran di Pesisir Utara Kecamatan Palang-Tuban pada Musim Kemarau,PASS,8,2,0,2,2,2,"Meets inclusion criteria. (AI Note: This study presents an empirical analysis of seawater quality and pollution indices in a coastal area, including quantitative measures of pollutants like detergents and oil & grease.)",10.35970/jppl.v6i1.2161,OpenAlex,2026-03-02 22:51:41.974134+00
"Évaluation des risques environnementaux dans le parc marin du Saguenay-Saint-Laurent (Québec, Canada)",PASS,8,2,1,2,1,2,"Meets inclusion criteria. (AI Note: The study assesses environmental risks in a marine park, quantifying contamination sources like PAH and metals and modeling the impact of management strategies.)",10.13140/rg.2.2.15509.73448,OpenAlex,2026-03-02 22:52:10.500464+00
"Wastewater dispersion measurements in the Fraser River estuary, Canada, for the Annacis Island wastewater treatment plant outfall",PASS,8,2,2,2,0,2,"Meets inclusion criteria. (AI Note: This study measures wastewater dispersion in a river estuary using dye tracing, but does not focus on oil pollution.)",10.1016/s0273-1223(98)00762-8,OpenAlex,2026-03-02 22:52:07.61952+00
Recreational vessels without Automatic Identification System (AIS) dominate anthropogenic noise contributions to a shallow water soundscape,PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: Acoustic impacts of recreational boats are evaluated in shallow coastal waters.),10.1038/s41598-019-51222-9,OpenAlex,2026-03-02 22:47:05.664563+00
Discharge-measurement system using an acoustic Doppler current profiler with applications to large rivers and estuaries,PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: The study focuses on a novel method using acoustic doppler to measure water discharge in rivers and estuaries.),10.3133/wsp2395,OpenAlex,2026-03-02 22:51:56.657163+00
Inhibition of aggregation-factor-induced ras gene expression in the sponge Geodia cydonium by detergent-polluted seawater a sensitive biological assay for low-level detergent pollution,PASS,8,2,0,2,2,2,"Meets inclusion criteria. (AI Note: This study examines the impact of detergents on ras gene expression in marine sponges, using quantitative methods to assess pollution levels in seawater.)",10.3354/meps071253,OpenAlex,2026-03-02 22:51:37.817249+00
Citizen science study on maritime traffic and plastic debris in Asturias estuaries,PASS,8,2,1,2,1,2,Meets inclusion criteria. (AI Note: This paper describes an empirical study on maritime traffic and plastic debris in estuaries using citizen science.),10.1016/j.jmarsys.2025.104153,OpenAlex,2026-03-02 22:50:19.702475+00
Antifouling Paint Biocide Monitoring and Modeling To Support Mitigation,PASS,8,2,2,2,0,2,"Meets inclusion criteria. (AI Note: This paper presents a monitoring and modeling study of copper concentrations in California marinas due to antifouling paints, with explicit quantitative data and regulatory implications.)",10.1021/bk-2019-1308.ch025,OpenAlex,2026-03-02 22:50:22.354684+00
Impact of antifouling paint regulation on copper and zinc loads from leisure boats in Swedish waters,PASS,8,2,2,2,0,2,"Meets inclusion criteria. (AI Note: This paper focuses on copper and zinc loads, not oil-related pollution.)",10.1016/j.marpolbul.2026.119312,OpenAlex,2026-03-02 22:50:25.743195+00
Links between estuarine condition and spatial distributions of marine invaders,PASS,8,2,2,1,1,2,"Meets inclusion criteria. (AI Note: Focuses on estuarine conditions and invasive species, with some quantification of environmental factors and experimental methodology.)",10.1111/j.1472-4642.2009.00587.x,OpenAlex,2026-03-02 22:47:08.724514+00
Tendencies of climatic and anthropogenic changes of the marine environments in the coastal areas of Russia in the Japan Sea for the last decades,PASS,8,2,0,2,2,2,Meets inclusion criteria. (AI Note: This paper presents an original empirical study in a relevant marine environment and with relevant data.),10.26428/1606-9919-2016-186-163-181,OpenAlex,2026-03-02 22:51:39.682475+00
Protecting Shoreline Sensitive Areas and Communities from Oil Spill Risk: Plan an Effective Oil Spill Contingency Plan (OSCP) for Oil &amp; Gas Offshore Facilities Near Most Populated Island in the World,PASS,8,2,2,1,2,1,"Meets inclusion criteria. (AI Note: The study describes an oil spill contingency plan, not an original empirical study.)",10.2118/210683-ms,OpenAlex,2026-03-02 22:50:28.090923+00
PROPOSED DESIGN CRITERIA FOR A BILGE PUMPING SYSTEM: A CASE STUDY OF LARGE BULK CARRIER,PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: This study is about a bilge pumping system design using flow rates and water velocity calculations.),10.5750/ijme.v164ia3.793,OpenAlex,2026-03-02 22:49:47.016957+00
Development of the models to accurately assess the environmental impacts of shipping emissions,PASS,8,1,2,2,1,2,"Meets inclusion criteria. (AI Note: This study focuses on ship emissions and model development, but does not relate to oil spills.)",10.25959/100.00031937,OpenAlex,2026-03-02 22:51:13.253814+00
The mussel Semimytilus patagonicus (Mytilida: Mytilidae) and the worm Pseudonereis gallapagensis (Phyllodocida: Nereididae) as ecotoxicological tools for detergent pollution in marine environments,PASS,8,2,0,2,2,2,"Meets inclusion criteria. (AI Note: This is a toxicity study using mussels and worms as bioindicators for detergent pollution in a marine environment, with explicit concentration measurements.)",10.15517/rev.biol.trop..v70i1.50167,OpenAlex,2026-03-02 22:51:28.812642+00
